type,time,relative_position,speed
human,42.4,383.53,9.23
human,42.5,384.45,9.23
human,42.6,385.38,9.23
human,42.7,386.3,9.23
human,42.8,387.23,9.23
human,42.9,388.15,9.23
human,43,389.07,9.23
human,43.1,390,9.23
human,43.2,390.92,9.23
human,43.3,391.84,9.23
human,43.4,392.77,9.23
human,43.5,393.69,9.23
human,43.6,394.61,9.23
human,43.7,395.54,9.23
human,43.8,396.46,9.23
human,43.9,397.38,9.23
human,44,398.31,9.23
human,44.1,399.23,9.23
human,44.2,400.15,9.23
human,44.3,401.08,9.23
human,44.4,402,9.23
human,44.5,402.92,9.23
human,44.6,403.85,9.23
human,44.7,404.77,9.23
human,44.8,405.69,9.23
human,44.9,406.62,9.23
human,45,407.54,9.23
human,45.1,408.47,9.23
human,45.2,409.39,9.23
human,45.3,410.31,9.23
human,45.4,411.24,9.23
human,45.5,412.16,9.23
human,45.6,413.08,9.23
human,45.7,414.01,9.23
human,45.8,414.93,9.23
human,45.9,415.85,9.23
human,46,416.78,9.23
human,46.1,417.7,9.23
human,46.2,418.62,9.23
human,46.3,419.55,9.23
human,46.4,420.47,9.23
human,4.6,5.1,2.25
human,4.7,5.33,2.35
human,4.8,5.58,2.44
human,4.9,5.83,2.54
human,5,6.1,2.64
human,5.1,6.37,2.74
human,5.2,6.65,2.84
human,5.3,6.95,2.93
human,5.4,7.25,3.03
human,5.5,7.56,3.13
human,5.6,7.89,3.23
human,5.7,8.22,3.33
human,5.8,8.56,3.43
human,5.9,8.91,3.52
human,6,9.28,3.62
human,6.1,9.65,3.72
human,6.2,10.03,3.82
human,6.3,10.42,3.92
human,6.4,10.82,4.02
human,6.5,11.24,4.11
human,6.6,11.66,4.21
human,6.7,12.09,4.31
human,6.8,12.53,4.41
human,6.9,12.98,4.51
human,7,13.44,4.61
human,7.1,13.91,4.71
human,7.2,14.39,4.8
human,7.3,14.88,4.9
human,7.4,15.38,5
human,7.5,15.89,5.1
human,7.6,16.41,5.2
human,7.7,16.94,5.3
human,7.8,17.48,5.4
human,7.9,18.03,5.49
human,8,18.59,5.59
human,8.1,19.16,5.69
human,8.2,19.74,5.79
human,8.3,20.33,5.89
human,8.4,20.92,5.99
human,8.5,21.53,6.08
human,8.6,22.15,6.18
human,8.7,22.78,6.28
human,8.8,23.42,6.38
human,8.9,24.07,6.48
human,9,24.72,6.58
human,9.1,25.39,6.68
human,9.2,26.07,6.77
human,9.3,26.76,6.87
human,9.4,27.45,6.97
human,9.5,28.16,7.07
human,9.6,28.88,7.17
human,9.7,29.6,7.26
human,9.8,30.34,7.35
human,9.9,31.08,7.43
human,10,31.83,7.5
human,10.1,32.59,7.56
human,10.2,33.35,7.62
human,10.3,34.12,7.67
human,10.4,34.89,7.72
human,10.5,35.66,7.76
human,10.6,36.44,7.79
human,10.7,37.22,7.82
human,10.8,38.01,7.85
human,10.9,38.8,7.88
human,11,39.59,7.9
human,11.1,40.38,7.92
human,11.2,41.17,7.93
human,11.3,41.97,7.95
human,11.4,42.76,7.96
human,11.5,43.56,7.97
human,11.6,44.36,7.98
human,11.7,45.16,7.99
human,11.8,45.96,8
human,11.9,46.76,8.01
human,12,47.56,8.02
human,12.1,48.36,8.02
human,12.2,49.17,8.03
human,12.3,49.97,8.03
human,12.4,50.77,8.03
human,12.5,51.58,8.04
human,12.6,52.38,8.04
human,12.7,53.19,8.04
human,12.8,53.99,8.05
human,12.9,54.79,8.05
human,13,55.6,8.05
human,13.1,56.4,8.05
human,13.2,57.21,8.05
human,13.3,58.02,8.06
human,13.4,58.82,8.06
human,13.5,59.63,8.06
human,13.6,60.43,8.06
human,13.7,61.24,8.06
human,13.8,62.04,8.06
human,13.9,62.85,8.06
human,14,63.66,8.06
human,14.1,64.46,8.06
human,14.2,65.27,8.06
human,14.3,66.08,8.06
human,14.4,66.88,8.07
human,14.5,67.69,8.07
human,14.6,68.5,8.07
human,14.7,69.3,8.07
human,14.8,70.11,8.07
human,14.9,70.92,8.07
human,15,71.72,8.07
human,15.1,72.53,8.07
human,15.2,73.34,8.07
human,15.3,74.14,8.07
human,15.4,74.95,8.07
human,15.5,75.76,8.07
human,15.6,76.57,8.07
human,15.7,77.37,8.07
human,15.8,78.18,8.07
human,15.9,78.99,8.07
human,16,79.8,8.07
human,16.1,80.6,8.07
human,16.2,81.41,8.07
human,16.3,82.22,8.07
human,16.4,83.03,8.08
human,16.5,83.83,8.08
human,16.6,84.64,8.08
human,16.7,85.45,8.08
human,16.8,86.26,8.08
human,16.9,87.06,8.08
human,17,87.87,8.08
human,17.1,88.68,8.08
human,17.2,89.49,8.08
human,17.3,90.29,8.08
human,17.4,91.1,8.08
human,17.5,91.91,8.08
human,17.6,92.72,8.08
human,17.7,93.53,8.08
human,17.8,94.33,8.08
human,17.9,95.14,8.08
human,18,95.95,8.08
human,18.1,96.76,8.08
human,18.2,97.57,8.08
human,18.3,98.37,8.08
human,18.4,99.18,8.08
human,18.5,99.99,8.08
human,18.6,100.8,8.08
human,18.7,101.61,8.08
human,18.8,102.42,8.08
human,18.9,103.22,8.08
human,19,104.03,8.08
human,19.1,104.84,8.08
human,19.2,105.65,8.08
human,19.3,106.46,8.09
human,19.4,107.27,8.09
human,19.5,108.08,8.09
human,19.6,108.88,8.09
human,19.7,109.69,8.09
human,19.8,110.5,8.09
human,19.9,111.31,8.09
human,20,112.12,8.09
human,20.1,112.93,8.09
human,20.2,113.74,8.09
human,20.3,114.55,8.09
human,20.4,115.35,8.09
human,20.5,116.16,8.09
human,20.6,116.97,8.09
human,20.7,117.78,8.09
human,20.8,118.59,8.09
human,20.9,119.4,8.09
human,21,120.21,8.09
human,21.1,121.02,8.09
human,21.2,121.83,8.09
human,21.3,122.64,8.09
human,21.4,123.44,8.09
human,21.5,124.25,8.09
human,21.6,125.06,8.09
human,21.7,125.87,8.09
human,21.8,126.68,8.09
human,21.9,127.49,8.09
human,22,128.3,8.09
human,22.1,129.11,8.09
human,22.2,129.92,8.09
human,22.3,130.73,8.09
human,22.4,131.54,8.09
human,22.5,132.35,8.09
human,22.6,133.15,8.09
human,22.7,133.96,8.08
human,22.8,134.77,8.07
human,22.9,135.58,8.07
human,23,136.38,8.06
human,23.1,137.19,8.06
human,23.2,137.99,8.05
human,23.3,138.8,8.05
human,23.4,139.6,8.05
human,23.5,140.41,8.04
human,23.6,141.21,8.04
human,23.7,142.02,8.03
human,23.8,142.82,8.03
human,23.9,143.62,8.03
human,24,144.42,8.02
human,24.1,145.22,8.02
human,24.2,146.03,8.01
human,24.3,146.83,8.01
human,24.4,147.63,8
human,24.5,148.43,7.99
human,24.6,149.22,7.98
human,24.7,150.02,7.98
human,24.8,150.82,7.97
human,24.9,151.61,7.96
human,25,152.41,7.95
human,25.1,153.2,7.94
human,25.2,154,7.93
human,25.3,154.79,7.92
human,25.4,155.58,7.91
human,25.5,156.37,7.9
human,25.6,157.16,7.89
human,25.7,157.95,7.88
human,25.8,158.74,7.87
human,25.9,159.52,7.86
human,26,160.31,7.84
human,26.1,161.09,7.83
human,26.2,161.87,7.82
human,26.3,162.65,7.8
human,26.4,163.43,7.79
human,26.5,164.21,7.78
human,26.6,164.98,7.76
human,26.7,165.76,7.75
human,26.8,166.53,7.73
human,26.9,167.3,7.71
human,27,168.07,7.69
human,27.1,168.84,7.68
human,27.2,169.61,7.66
human,27.3,170.37,7.64
human,27.4,171.13,7.62
human,27.5,171.89,7.59
human,27.6,172.65,7.57
human,27.7,173.4,7.54
human,27.8,174.15,7.51
human,27.9,174.9,7.48
human,28,175.65,7.45
human,28.1,176.39,7.42
human,28.2,177.13,7.38
human,28.3,177.86,7.35
human,28.4,178.59,7.3
human,28.5,179.31,7.24
human,28.6,180.03,7.18
human,28.7,180.74,7.11
human,28.8,181.45,7.05
human,28.9,182.15,6.97
human,29,182.84,6.89
human,29.1,183.52,6.81
human,29.2,184.19,6.72
human,29.3,184.85,6.63
human,29.4,185.51,6.53
human,29.5,186.15,6.44
human,29.6,186.78,6.32
human,29.7,187.4,6.22
human,29.8,188.01,6.1
human,29.9,188.61,5.98
human,30,189.2,5.86
human,30.1,189.77,5.73
human,30.2,190.33,5.61
human,30.3,190.88,5.48
human,30.4,191.41,5.34
human,30.5,191.93,5.21
human,30.6,192.44,5.07
human,30.7,192.93,4.92
human,30.8,193.41,4.79
human,30.9,193.88,4.64
human,31,194.33,4.49
human,31.1,194.76,4.34
human,31.2,195.18,4.2
human,31.3,195.58,4.05
human,31.4,195.97,3.9
human,31.5,196.35,3.75
human,31.6,196.71,3.61
human,31.7,197.06,3.46
human,31.8,197.39,3.31
human,31.9,197.7,3.17
human,32,198.01,3.03
human,32.1,198.3,2.89
human,32.2,198.57,2.75
human,32.3,198.83,2.6
human,32.4,199.07,2.44
human,32.5,199.3,2.28
human,32.6,199.51,2.12
human,32.7,199.71,1.95
human,32.8,199.89,1.79
human,32.9,199.94,1.63
human,33,200.09,1.48
human,33.1,200.22,1.34
human,33.2,200.34,1.2
human,33.3,200.45,1.07
human,33.4,200.55,0.95
human,33.5,200.63,0.84
human,33.6,200.7,0.73
human,33.7,200.77,0.64
human,33.8,200.82,0.55
human,33.9,200.87,0.48
human,34,200.91,0.4
human,34.1,200.94,0.34
human,34.2,200.97,0.29
human,34.3,201,0.24
human,34.4,201.02,0.19
human,34.5,201.03,0.16
human,34.6,201.04,0.12
human,34.7,201.04,0
human,34.8,201.04,0
human,34.9,201.04,0
human,35,201.04,0
human,35.1,201.04,0
human,35.2,201.04,0
human,35.3,201.04,0
human,35.4,201.04,0
human,35.5,201.04,0
human,35.6,201.04,0
human,35.7,201.04,0
human,35.8,201.04,0
human,35.9,201.04,0
human,36,201.04,0
human,36.1,201.04,0
human,36.2,201.04,0
human,36.3,201.04,0
human,36.4,201.04,0
human,36.5,201.04,0
human,36.6,201.04,0
human,36.7,201.04,0
human,36.8,201.04,0
human,36.9,201.04,0
human,37,201.04,0
human,37.1,201.04,0
human,37.2,201.04,0
human,37.3,201.04,0
human,37.4,201.04,0
human,37.5,201.04,0
human,37.6,201.04,0
human,37.7,201.04,0
human,37.8,201.04,0
human,37.9,201.04,0
human,38,201.04,0
human,38.1,201.04,0
human,38.2,201.04,0
human,38.3,201.04,0
human,38.4,201.04,0
human,38.5,201.04,0
human,38.6,201.04,0
human,38.7,201.04,0
human,38.8,201.04,0
human,38.9,201.04,0
human,39,201.04,0
human,39.1,201.04,0
human,39.2,201.04,0
human,39.3,201.04,0
human,39.4,201.04,0
human,39.5,201.05,0.01
human,39.6,201.05,0.02
human,39.7,201.05,0.04
human,39.8,201.06,0.07
human,39.9,201.07,0.11
human,40,201.08,0.14
human,40.1,201.1,0.17
human,40.2,201.12,0.2
human,40.3,201.14,0.23
human,40.4,201.17,0.25
human,40.5,201.2,0.26
human,40.6,201.22,0.28
human,40.7,201.25,0.3
human,40.8,201.29,0.34
human,40.9,201.32,0.37
human,41,201.36,0.41
human,41.1,201.41,0.44
human,41.2,201.46,0.49
human,41.3,201.51,0.53
human,41.4,201.57,0.58
human,41.5,201.63,0.63
human,41.6,201.7,0.68
human,41.7,201.77,0.73
human,41.8,201.85,0.78
human,41.9,201.93,0.82
human,42,202.02,0.85
human,42.1,202.11,0.89
human,42.2,202.2,0.92
human,42.3,202.29,0.95
human,42.4,202.39,0.97
human,42.5,202.49,1
human,42.6,202.59,1.01
human,42.7,202.7,1.04
human,42.8,202.8,1.07
human,42.9,202.91,1.11
human,43,203.03,1.17
human,43.1,203.15,1.22
human,43.2,203.28,1.28
human,43.3,203.41,1.34
human,43.4,203.56,1.42
human,43.5,203.7,1.48
human,43.6,203.86,1.56
human,43.7,204.02,1.63
human,43.8,204.2,1.72
human,43.9,204.38,1.8
human,44,204.56,1.88
human,44.1,204.76,1.96
human,44.2,204.96,2.04
human,44.3,205.18,2.12
human,44.4,205.39,2.19
human,44.5,205.62,2.26
human,44.6,205.85,2.33
human,44.7,206.09,2.4
human,44.8,206.34,2.47
human,44.9,206.6,2.54
human,45,206.86,2.61
human,45.1,207.12,2.67
human,45.2,207.4,2.74
human,45.3,207.68,2.8
human,45.4,207.96,2.85
human,45.5,208.25,2.9
human,45.6,208.54,2.93
human,45.7,208.84,2.96
human,45.8,209.14,2.99
human,45.9,209.44,3
human,46,209.74,3.01
human,46.1,210.04,3.02
human,46.2,210.35,3.02
human,46.3,210.65,3.02
human,46.4,210.95,3.02
human,46.5,211.25,3.03
human,46.6,211.55,3.02
human,46.7,211.86,3.02
human,46.8,212.16,3.04
human,46.9,212.46,3.04
human,47,212.77,3.03
human,47.1,213.07,3.02
human,47.2,213.37,3
human,47.3,213.66,2.95
human,47.4,213.96,2.92
human,47.5,214.25,2.88
human,47.6,214.53,2.86
human,47.7,214.82,2.84
human,47.8,215.1,2.81
human,47.9,215.37,2.75
human,48,215.64,2.69
human,48.1,215.9,2.61
human,48.2,216.15,2.52
human,48.3,216.4,2.45
human,48.4,216.64,2.39
human,48.5,216.87,2.32
human,48.6,217.1,2.27
human,48.7,217.32,2.23
human,48.8,217.54,2.19
human,48.9,217.75,2.14
human,49,217.96,2.11
human,49.1,218.17,2.07
human,49.2,218.37,2.01
human,49.3,218.57,1.96
human,49.4,218.76,1.9
human,49.5,218.94,1.83
human,49.6,219.12,1.77
human,49.7,219.29,1.72
human,49.8,219.46,1.7
human,49.9,219.62,1.66
human,50,219.79,1.61
human,50.1,219.94,1.56
human,50.2,220.09,1.49
human,50.3,220.23,1.44
human,50.4,220.37,1.38
human,50.5,220.5,1.33
human,50.6,220.63,1.3
human,50.7,220.76,1.25
human,50.8,220.88,1.23
human,50.9,221,1.21
human,51,221.13,1.21
human,51.1,221.25,1.22
human,51.2,221.37,1.23
human,51.3,221.49,1.23
human,51.4,221.62,1.24
human,51.5,221.74,1.25
human,51.6,221.87,1.25
human,51.7,221.99,1.26
human,51.8,222.12,1.26
human,51.9,222.18,1.27
human,52,222.31,1.29
human,52.1,222.44,1.32
human,52.2,222.57,1.35
human,52.3,222.71,1.37
human,52.4,222.85,1.39
human,52.5,222.99,1.4
human,52.6,223.13,1.42
human,52.7,223.27,1.44
human,52.8,223.42,1.44
human,52.9,223.56,1.43
human,53,223.7,1.42
human,53.1,223.84,1.42
human,53.2,223.99,1.42
human,53.3,224.13,1.41
human,53.4,224.26,1.38
human,53.5,224.4,1.34
human,53.6,224.53,1.3
human,53.7,224.65,1.25
human,53.8,224.77,1.19
human,53.9,224.88,1.12
human,54,224.99,1.04
human,54.1,225.09,0.97
human,54.2,225.18,0.92
human,54.3,225.26,0.87
human,54.4,225.35,0.83
human,54.5,225.43,0.78
human,54.6,225.5,0.74
human,54.7,225.57,0.72
human,54.8,225.64,0.7
human,54.9,225.71,0.69
human,55,225.78,0.69
human,55.1,225.85,0.7
human,55.2,225.92,0.71
human,55.3,225.99,0.73
human,55.4,226.07,0.74
human,55.5,226.14,0.76
human,55.6,226.22,0.8
human,55.7,226.31,0.84
human,55.8,226.4,0.89
human,55.9,226.49,0.95
human,56,226.59,1
human,56.1,226.7,1.06
human,56.2,226.81,1.11
human,56.3,226.92,1.16
human,56.4,227.05,1.21
human,56.5,227.17,1.24
human,56.6,227.3,1.28
human,56.7,227.43,1.33
human,56.8,227.57,1.36
human,56.9,227.7,1.38
human,57,227.85,1.41
human,57.1,227.99,1.42
human,57.2,228.13,1.43
human,57.3,228.27,1.44
human,57.4,228.42,1.44
human,57.5,228.56,1.44
human,57.6,228.71,1.44
human,57.7,228.85,1.44
human,57.8,229,1.45
human,57.9,229.14,1.46
human,58,229.29,1.46
human,58.1,229.43,1.47
human,58.2,229.58,1.48
human,58.3,229.73,1.5
human,58.4,229.88,1.51
human,58.5,230.04,1.53
human,58.6,230.19,1.55
human,58.7,230.35,1.58
human,58.8,230.51,1.62
human,58.9,230.68,1.65
human,59,230.85,1.67
human,37,5.1,2.32
human,37.1,5.34,2.41
human,37.2,5.59,2.51
human,37.3,5.85,2.61
human,37.4,6.13,2.71
human,37.5,6.41,2.81
human,37.6,6.7,2.91
human,37.7,7,3.01
human,37.8,7.31,3.11
human,37.9,7.63,3.21
human,38,7.96,3.31
human,38.1,8.3,3.4
human,38.2,8.65,3.5
human,38.3,9.01,3.6
human,38.4,9.38,3.7
human,38.5,9.76,3.8
human,38.6,10.15,3.9
human,38.7,10.55,4
human,38.8,10.96,4.1
human,38.9,11.38,4.2
human,39,11.81,4.29
human,39.1,12.25,4.39
human,39.2,12.7,4.49
human,39.3,13.16,4.59
human,39.4,13.63,4.69
human,39.5,14.11,4.79
human,39.6,14.59,4.89
human,39.7,15.09,4.99
human,39.8,15.6,5.09
human,39.9,16.12,5.19
human,40,16.65,5.28
human,40.1,17.19,5.38
human,40.2,17.74,5.48
human,40.3,18.29,5.58
human,40.4,18.86,5.68
human,40.5,19.44,5.78
human,40.6,20.03,5.88
human,40.7,20.62,5.98
human,40.8,21.23,6.08
human,40.9,21.85,6.17
human,41,22.48,6.27
human,41.1,23.11,6.37
human,41.2,23.76,6.47
human,41.3,24.42,6.57
human,41.4,25.08,6.67
human,41.5,25.76,6.77
human,41.6,26.45,6.87
human,41.7,27.14,6.96
human,41.8,27.85,7.06
human,41.9,28.57,7.16
human,42,29.29,7.26
human,42.1,30.03,7.36
human,42.2,30.77,7.45
human,42.3,31.53,7.55
human,42.4,32.29,7.65
human,42.5,33.07,7.75
human,42.6,33.85,7.85
human,42.7,34.65,7.94
human,42.8,35.45,8.04
human,42.9,36.27,8.14
human,43,37.09,8.23
human,43.1,37.92,8.33
human,43.2,38.76,8.43
human,43.3,39.62,8.52
human,43.4,40.48,8.62
human,43.5,41.35,8.71
human,43.6,42.23,8.81
human,43.7,43.12,8.9
human,43.8,44.02,8.99
human,43.9,44.93,9.09
human,44,45.85,9.18
human,44.1,46.77,9.27
human,44.2,47.71,9.36
human,44.3,48.65,9.45
human,44.4,49.61,9.52
human,44.5,50.57,9.59
human,44.6,51.53,9.65
human,44.7,52.5,9.71
human,44.8,53.48,9.77
human,44.9,54.46,9.82
human,45,55.45,9.86
human,45.1,56.44,9.9
human,45.2,57.43,9.94
human,45.3,58.43,9.97
human,45.4,59.43,10
human,45.5,60.43,10.03
human,45.6,61.43,10.05
human,45.7,62.44,10.07
human,45.8,63.45,10.09
human,45.9,64.46,10.11
human,46,65.47,10.13
human,46.1,66.49,10.14
human,46.2,67.5,10.15
human,46.3,68.52,10.16
human,46.4,69.54,10.17
human,46.5,70.56,10.18
human,46.6,71.57,10.19
human,46.7,72.59,10.2
human,46.8,73.61,10.2
human,46.9,74.63,10.21
human,47,75.66,10.21
human,47.1,76.68,10.22
human,47.2,77.7,10.22
human,47.3,78.72,10.22
human,47.4,79.74,10.22
human,47.5,80.77,10.23
human,47.6,81.79,10.23
human,47.7,82.81,10.23
human,47.8,83.84,10.23
human,47.9,84.86,10.23
human,48,85.88,10.23
human,48.1,86.91,10.23
human,48.2,87.93,10.23
human,48.3,88.95,10.23
human,48.4,89.98,10.23
human,48.5,91,10.23
human,48.6,92.02,10.23
human,48.7,93.05,10.23
human,48.8,94.07,10.23
human,48.9,95.09,10.23
human,49,96.12,10.23
human,49.1,97.14,10.23
human,49.2,98.16,10.23
human,49.3,99.18,10.23
human,49.4,100.21,10.23
human,49.5,101.23,10.23
human,49.6,102.25,10.22
human,49.7,103.27,10.22
human,49.8,104.3,10.22
human,49.9,105.32,10.22
human,50,106.34,10.22
human,50.1,107.36,10.21
human,50.2,108.38,10.21
human,50.3,109.4,10.2
human,50.4,110.42,10.2
human,50.5,111.44,10.2
human,50.6,112.46,10.19
human,50.7,113.48,10.19
human,50.8,114.5,10.18
human,50.9,115.52,10.18
human,51,116.53,10.18
human,51.1,117.55,10.17
human,51.2,118.57,10.17
human,51.3,119.58,10.16
human,51.4,120.6,10.16
human,51.5,121.61,10.15
human,51.6,122.63,10.14
human,51.7,123.64,10.14
human,51.8,124.66,10.13
human,51.9,125.67,10.12
human,52,126.68,10.11
human,52.1,127.69,10.11
human,52.2,128.7,10.1
human,52.3,129.71,10.09
human,52.4,130.72,10.08
human,52.5,131.72,10.07
human,52.6,132.73,10.06
human,52.7,133.73,10.05
human,52.8,134.74,10.04
human,52.9,135.74,10.03
human,53,136.74,10.01
human,53.1,137.74,10
human,53.2,138.74,9.99
human,53.3,139.74,9.98
human,53.4,140.73,9.96
human,53.5,141.73,9.95
human,53.6,142.72,9.93
human,53.7,143.71,9.92
human,53.8,144.7,9.9
human,53.9,145.69,9.89
human,54,146.68,9.87
human,54.1,147.66,9.85
human,54.2,148.65,9.83
human,54.3,149.63,9.81
human,54.4,150.61,9.79
human,54.5,151.59,9.77
human,54.6,152.56,9.75
human,54.7,153.53,9.73
human,54.8,154.5,9.7
human,54.9,155.47,9.68
human,55,156.44,9.65
human,55.1,157.4,9.61
human,55.2,158.35,9.58
human,55.3,159.31,9.53
human,55.4,160.26,9.49
human,55.5,161.2,9.43
human,55.6,162.14,9.38
human,55.7,163.07,9.32
human,55.8,164,9.26
human,55.9,164.92,9.2
human,56,165.83,9.13
human,56.1,166.74,9.06
human,56.2,167.63,8.99
human,56.3,168.53,8.92
human,56.4,169.41,8.85
human,56.5,170.29,8.78
human,56.6,171.16,8.71
human,56.7,172.03,8.64
human,56.8,172.88,8.57
human,56.9,173.73,8.5
human,57,174.58,8.43
human,57.1,175.41,8.36
human,57.2,176.24,8.3
human,57.3,177.07,8.23
human,57.4,177.88,8.16
human,57.5,178.69,8.1
human,57.6,179.5,8.04
human,57.7,180.29,7.97
human,57.8,181.08,7.91
human,57.9,181.87,7.85
human,58,182.65,7.79
human,58.1,183.42,7.73
human,58.2,184.19,7.67
human,58.3,184.95,7.61
human,58.4,185.7,7.55
human,58.5,186.45,7.49
human,58.6,187.19,7.42
human,58.7,187.93,7.34
human,58.8,188.65,7.24
human,58.9,189.36,7.13
human,59,190.06,7
human,40.6,5.1,8.76
human,40.7,5.99,8.86
human,40.8,6.88,8.95
human,40.9,7.79,9.05
human,41,8.7,9.14
human,41.1,9.62,9.23
human,41.2,10.56,9.33
human,41.3,11.5,9.42
human,41.4,12.45,9.52
human,41.5,13.41,9.61
human,41.6,14.38,9.7
human,41.7,15.36,9.79
human,41.8,16.35,9.88
human,41.9,17.35,9.98
human,42,18.35,10.07
human,42.1,19.37,10.16
human,42.2,20.39,10.25
human,42.3,21.43,10.33
human,42.4,22.47,10.41
human,42.5,23.51,10.48
human,42.6,24.57,10.55
human,42.7,25.63,10.61
human,42.8,26.7,10.66
human,42.9,27.77,10.72
human,43,28.84,10.77
human,43.1,29.92,10.81
human,43.2,31.01,10.85
human,43.3,32.1,10.89
human,43.4,33.19,10.92
human,43.5,34.29,10.95
human,43.6,35.38,10.98
human,43.7,36.49,11.01
human,43.8,37.59,11.03
human,43.9,38.69,11.05
human,44,39.8,11.07
human,44.1,40.91,11.09
human,44.2,42.02,11.11
human,44.3,43.13,11.12
human,44.4,44.25,11.14
human,44.5,45.36,11.15
human,44.6,46.48,11.16
human,44.7,47.59,11.17
human,44.8,48.71,11.18
human,44.9,49.83,11.18
human,45,50.95,11.19
human,45.1,52.07,11.2
human,45.2,53.19,11.2
human,45.3,54.31,11.21
human,45.4,55.43,11.21
human,45.5,56.55,11.21
human,45.6,57.67,11.22
human,45.7,58.8,11.22
human,45.8,59.92,11.22
human,45.9,61.04,11.22
human,46,62.16,11.22
human,46.1,63.28,11.22
human,46.2,64.41,11.22
human,46.3,65.53,11.22
human,46.4,66.65,11.22
human,46.5,67.77,11.22
human,46.6,68.9,11.22
human,46.7,70.02,11.22
human,46.8,71.14,11.22
human,46.9,72.26,11.22
human,47,73.38,11.22
human,47.1,74.5,11.22
human,47.2,75.63,11.21
human,47.3,76.75,11.21
human,47.4,77.87,11.21
human,47.5,78.99,11.21
human,47.6,80.11,11.21
human,47.7,81.23,11.2
human,47.8,82.35,11.2
human,47.9,83.47,11.2
human,48,84.59,11.2
human,48.1,85.71,11.19
human,48.2,86.83,11.19
human,48.3,87.95,11.19
human,48.4,89.07,11.18
human,48.5,90.18,11.18
human,48.6,91.3,11.18
human,48.7,92.42,11.17
human,48.8,93.54,11.17
human,48.9,94.65,11.17
human,49,95.77,11.16
human,49.1,96.89,11.16
human,49.2,98,11.16
human,49.3,99.12,11.15
human,49.4,100.23,11.15
human,49.5,101.35,11.14
human,49.6,102.46,11.14
human,49.7,103.57,11.14
human,49.8,104.69,11.13
human,49.9,105.8,11.13
human,50,106.91,11.12
human,50.1,108.02,11.12
human,50.2,109.13,11.11
human,50.3,110.24,11.1
human,50.4,111.35,11.1
human,50.5,112.46,11.09
human,50.6,113.57,11.09
human,50.7,114.68,11.08
human,50.8,115.79,11.07
human,50.9,116.89,11.07
human,51,118,11.06
human,51.1,119.1,11.05
human,51.2,120.21,11.04
human,51.3,121.31,11.03
human,51.4,122.41,11.03
human,51.5,123.52,11.02
human,51.6,124.62,11
human,51.7,125.72,10.99
human,51.8,126.81,10.98
human,51.9,127.91,10.97
human,52,129.01,10.95
human,52.1,130.1,10.94
human,52.2,131.19,10.92
human,52.3,132.28,10.9
human,52.4,133.37,10.88
human,52.5,134.46,10.86
human,52.6,135.54,10.84
human,52.7,136.62,10.81
human,52.8,137.7,10.79
human,52.9,138.78,10.76
human,53,139.85,10.73
human,53.1,140.92,10.69
human,53.2,141.98,10.66
human,53.3,143.05,10.62
human,53.4,144.1,10.58
human,53.5,145.16,10.54
human,53.6,146.21,10.49
human,53.7,147.25,10.44
human,53.8,148.29,10.39
human,53.9,149.32,10.33
human,54,150.35,10.27
human,54.1,151.37,10.2
human,54.2,152.38,10.12
human,54.3,153.38,10.03
human,54.4,154.38,9.93
human,54.5,155.36,9.82
human,54.6,156.33,9.71
human,54.7,157.29,9.58
human,54.8,158.23,9.45
human,54.9,159.16,9.31
human,55,160.08,9.17
human,55.1,160.98,9.01
human,55.2,161.87,8.85
human,55.3,162.74,8.68
human,55.4,163.59,8.51
human,55.5,164.42,8.34
human,55.6,165.24,8.15
human,55.7,166.03,7.97
human,55.8,166.81,7.78
human,55.9,167.57,7.59
human,56,168.31,7.39
human,56.1,169.03,7.19
human,56.2,169.73,6.98
human,56.3,170.4,6.78
human,56.4,171.06,6.56
human,56.5,171.7,6.35
human,56.6,172.31,6.13
human,56.7,172.9,5.92
human,56.8,173.47,5.7
human,56.9,174.02,5.48
human,57,174.55,5.27
human,57.1,175.05,5.06
human,57.2,175.54,4.85
human,57.3,176,4.65
human,57.4,176.45,4.45
human,57.5,176.87,4.25
human,57.6,177.28,4.06
human,57.7,177.67,3.88
human,57.8,178.04,3.7
human,57.9,178.39,3.53
human,58,178.73,3.37
human,58.1,179.05,3.21
human,58.2,179.35,3.06
human,58.3,179.64,2.9
human,58.4,179.92,2.74
human,58.5,180.18,2.58
human,58.6,180.42,2.43
human,58.7,180.65,2.28
human,58.8,180.86,2.14
human,58.9,181.06,2.01
human,59,181.25,1.89
human,44.2,5.1,5.46
human,44.3,5.66,5.56
human,44.4,6.22,5.66
human,44.5,6.8,5.75
human,44.6,7.38,5.85
human,44.7,7.98,5.95
human,44.8,8.58,6.05
human,44.9,9.2,6.15
human,45,9.82,6.25
human,45.1,10.46,6.35
human,45.2,11.1,6.44
human,45.3,11.75,6.54
human,45.4,12.42,6.64
human,45.5,13.09,6.74
human,45.6,13.78,6.84
human,45.7,14.47,6.94
human,45.8,15.17,7.03
human,45.9,15.89,7.13
human,46,16.61,7.23
human,46.1,17.34,7.33
human,46.2,18.09,7.43
human,46.3,18.84,7.53
human,46.4,19.6,7.63
human,46.5,20.37,7.72
human,46.6,21.16,7.82
human,46.7,21.95,7.92
human,46.8,22.75,8.02
human,46.9,23.56,8.12
human,47,24.38,8.22
human,47.1,25.21,8.31
human,47.2,26.05,8.41
human,47.3,26.91,8.51
